,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,ChronosFineTuned[bolt_small],-0.6057993018976867,-0.6422521445058818,1.0224671363830566,0.08126282691955566,71.89422583580017,8,-0.42404869999336625,-0.4063119740430981,-1.1938212464430147,-0.36699279417972464,-0.26028201796907297,-1.3274137796527827,-0.39845010164126726,-0.38366861014304265
1,WeightedEnsemble,-0.6077366708306281,-0.5807584029400603,4.841688871383667,12.752983331680298,1.0907461643218994,13,-0.44054055040213475,-0.4817405350989151,-1.2783935737371337,-0.36934386107229517,-0.2624655611506743,-1.4013717614640897,-0.4084966624894354,-0.398590022058981
2,PatchTST,-0.6090288563404072,-0.6308746081850218,0.14841651916503906,0.10170722007751465,50.77203297615051,11,-0.4341232300868598,-0.4717008104118485,-1.2554674562519426,-0.37091614785530425,-0.26418848382982796,-1.362444933765841,-0.4064813936820046,-0.3927837918636219
3,ChronosZeroShot[bolt_base],-0.6444285887475039,-0.641806860721924,0.8741090297698975,1.8145556449890137,0.0224149227142334,7,-0.45270983413374555,-0.4572603218764056,-1.2957645055643152,-0.4152882059950994,-0.28655561257088147,-1.42341844294253,-0.43913177365209316,-0.40960048424366985
4,DeepAR,-0.6472299526798373,-0.6912903683786679,0.5550644397735596,0.48282742500305176,205.10609650611877,10,-0.43941213424728126,-0.38657069140311834,-1.234681392103499,-0.4189066116459444,-0.2757985400274241,-1.4076075037744984,-0.41174482002811114,-0.3975690594718952
5,TiDE,-0.6492533147541053,-0.6239336703358773,0.2340257167816162,0.11689901351928711,144.23210906982422,12,-0.4564075944644789,-0.4351469449376492,-1.2955981023757734,-0.4215298667191933,-0.2757864323235648,-1.4477544378839715,-0.4228842943525998,-0.4129461248900314
6,NPTS,-0.6514331611956643,-0.6604879832569869,0.8237752914428711,4.482140064239502,0.031084299087524414,4,-0.4730411290322581,-0.5373208187732553,-1.3003904412366056,-0.42436516350537634,-0.2757574270893855,-1.4073651792333857,-0.4255843203766877,-0.4279957290734328
7,TemporalFusionTransformer,-0.6535668216547347,-0.6231198244197776,0.10973811149597168,0.04498791694641113,131.78769302368164,9,-0.4520061087118041,-0.41126265361059106,-1.285410174883149,-0.4271495903678718,-0.2768312070556787,-1.4617549751231431,-0.4233589574391139,-0.4089637711619818
8,RecursiveTabular,-0.7191931525364387,-0.8137345281443287,37.13009428977966,18.1116886138916,103.31217956542969,2,-0.5279924519027193,-0.6044881910779989,-1.5234340402557576,-0.5172387906553012,-0.322594428490171,-1.582389595179861,-0.5267340794467784,-0.47771430543402826
9,DynamicOptimizedTheta,-0.7196598373286035,-0.6890799651049614,0.24979615211486816,37.30140495300293,0.06587982177734375,5,-0.5070838373697085,-0.5380502590881195,-1.4340996811982076,-0.517910281463832,-0.3113224188815111,-1.5453976544364534,-0.4750565506730021,-0.45879671630329316
10,SeasonalNaive,-0.7316654297390774,-0.7269912772546181,0.0706942081451416,5.275801658630371,0.025647640228271484,1,-0.5264569892473118,-0.5471331759436969,-1.4914412007226883,-0.5353343010752688,-0.31241828905288516,-1.58288881915491,-0.4931719353619303,-0.4763250573996965
11,DirectTabular,-0.7369741893770939,-0.7111686147163688,0.9935653209686279,0.3926985263824463,137.31097221374512,3,-0.5408162084502238,-0.5980396794360759,-1.5112009044883792,-0.5431309558080246,-0.318928167234102,-1.5964321621487267,-0.4864209613194576,-0.4893169181798539
12,AutoETS,-0.7415155511220237,-0.6889740862551538,1.877868890762329,5.91689395904541,0.0833902359008789,6,-0.5226053998334536,-0.6184666060825853,-1.5618171718986926,-0.5498453125557985,-0.3219482943283202,-1.723114729833831,-0.4789334008960416,-0.47284023606365705
