,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,DeepAR,-0.4186446904252971,-0.5332411991353613,0.6391987800598145,0.33853888511657715,234.49492526054382,10,-0.29539783535620123,-0.3578844157298639,-0.868267988739661,-0.17526337682129284,-0.18671596501532275,-0.9474115770996621,-0.3018993677082947,-0.28441163407745734
1,WeightedEnsemble,-0.43563738504725225,-0.5100219643594965,4.025722980499268,5.346371173858643,1.1461353302001953,13,-0.2939987372909958,-0.3326544314768509,-0.8594521034373206,-0.18977993125080792,-0.18981212142689613,-0.96779729867348,-0.2942726561100224,-0.28306457015439285
2,PatchTST,-0.4414370269598767,-0.5424535506141253,0.18455886840820312,0.15929174423217773,64.1704490184784,11,-0.30355261929152705,-0.3400729406596426,-0.8905884028865346,-0.1948666487711749,-0.19421739928910786,-0.9867697831267528,-0.3021805493413885,-0.29226313177647706
3,ChronosFineTuned[bolt_small],-0.44404265520701336,-0.5337634279499558,0.8938226699829102,0.04492521286010742,69.20021677017212,8,-0.29174865377543624,-0.3000328460652378,-0.8436341080088572,-0.19717387964329453,-0.18580239004832425,-0.9636454697147615,-0.28618816098733924,-0.28089816995481326
4,TemporalFusionTransformer,-0.4786040192246606,-0.5432202000795543,0.1933457851409912,0.13643789291381836,200.1622757911682,9,-0.30417020724966515,-0.29600938718123176,-0.9086835749236489,-0.2290618072179993,-0.20488183070850002,-1.1014464717902022,-0.29950865600873355,-0.29285775089461924
5,TiDE,-0.4863038996573514,-0.5661235899177982,0.37062692642211914,0.2368786334991455,133.9554717540741,12,-0.3203491301651587,-0.3204354630703999,-0.9411051109909808,-0.2364914828219473,-0.21329727878768798,-1.0862879469537996,-0.32348863984552273,-0.30843496018073374
6,DynamicOptimizedTheta,-0.4882764757044876,-0.6189959612323147,0.3031802177429199,86.57818126678467,0.15554308891296387,5,-0.30547051189685703,-0.3137874808700681,-0.8845930401000022,-0.23841391672639511,-0.2001645307893625,-1.0344357910443394,-0.28941797173747297,-0.2941096956458745
7,AutoETS,-0.4982066524168241,-0.6525598655745547,7.34984278678894,5.374624729156494,0.15089154243469238,6,-0.3140227072784998,-0.32816109291226775,-0.9115384787134786,-0.24820986851237817,-0.20378575290398482,-1.071108351131137,-0.29347986605078563,-0.30234382458087394
8,ChronosZeroShot[bolt_base],-0.5089100630953644,-0.572244722084932,0.9729373455047607,4.222235679626465,0.03455233573913574,7,-0.30496741466479393,-0.3034229745732243,-0.873508312068806,-0.2589894523197277,-0.19487321027424495,-1.050295587835921,-0.28827152374235526,-0.29362530920581015
9,RecursiveTabular,-0.5156128335284865,-0.6087705996522302,11.391751766204834,5.462149143218994,182.98251795768738,2,-0.3384155973176797,-0.37073250463872687,-0.97133148754614,-0.2658565940992748,-0.2263147428377103,-1.0788644239657328,-0.34019532387997226,-0.3258295136603123
10,NPTS,-0.611744580416333,-0.674285955785209,1.7977421283721924,14.572423696517944,0.0816795825958252,4,-0.4606978487886384,-0.5977331046195521,-1.2690898903978751,-0.3742314316687553,-0.2733244670964418,-1.2735239761814767,-0.440179518403149,-0.4435639409203794
11,SeasonalNaive,-0.6371119471880834,-0.7700981964965798,0.2581028938293457,12.031364917755127,0.07837533950805664,1,-0.42425438596491233,-0.43992176425965857,-1.1803861440635195,-0.4059116332497911,-0.2600421202744627,-1.2699392942300112,-0.38611164878277116,-0.4084758543721534
12,DirectTabular,-0.6718711339795901,-0.6840222356931853,1.1348533630371094,0.44494175910949707,217.96271133422852,3,-0.46688190591352724,-0.6171525473105666,-1.2767098994327983,-0.45141082067502025,-0.2884819274525629,-1.3291724065240142,-0.4278182564229622,-0.44951800551261695
