,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,ChronosFineTuned[bolt_small],-0.4376534212905658,-0.4348358389014402,1.747748851776123,0.0748295783996582,70.17331981658936,8,-0.3056047872216468,-0.31800094685767805,-0.9750297055185563,-0.19154051716733747,-0.19682128261170875,-1.0543293828462026,-0.29817095109814173,-0.29722883494283486
1,WeightedEnsemble,-0.44191064104086375,-0.414317217404124,12.492164134979248,10.735475540161133,1.632558822631836,13,-0.318798603429757,-0.3525594487827434,-1.0084818700252083,-0.19528501466514714,-0.19996076183357675,-1.0651005867275727,-0.3106403573906823,-0.31006103778768845
2,PatchTST,-0.4458369457234654,-0.427238436054297,0.39690566062927246,0.24793767929077148,89.69577741622925,11,-0.3116358365951215,-0.32753259921203065,-0.9984206736261578,-0.19877058217202823,-0.19962268472610767,-1.0881238897611727,-0.30511684610240986,-0.3030945865727675
3,TemporalFusionTransformer,-0.4559201516123017,-0.44264789462580123,0.30550265312194824,0.10949277877807617,222.42547965049744,9,-0.3227508702140082,-0.3432025291915979,-1.0185889917906348,-0.20786318464618417,-0.2066883061318774,-1.0969730097061077,-0.3124768707364584,-0.31390498166810366
4,DeepAR,-0.45624433825589666,-0.4339573946121706,1.6874773502349854,0.5845761299133301,236.2405002117157,10,-0.31993005913505757,-0.3448506832267594,-1.025383212601999,-0.20815889619056108,-0.20460254596883068,-1.106785747690975,-0.3098830516430205,-0.31116148279096645
5,ChronosZeroShot[bolt_base],-0.47316663514611174,-0.46678158966837285,0.9095983505249023,4.499791145324707,0.011136054992675781,7,-0.3453395988392869,-0.3774929382934417,-1.0864047919984636,-0.22388666461549364,-0.2163694330907052,-1.1100305283246361,-0.33160785854234476,-0.33587460312976597
6,TiDE,-0.4823879798499537,-0.46196715063663985,0.6706383228302002,0.33108067512512207,144.4191074371338,12,-0.34141893419431024,-0.3542493686158632,-1.0890619652576776,-0.23269816310371932,-0.21762684861425075,-1.175299692447109,-0.3311580774874391,-0.33206139524378225
7,NPTS,-0.5178079503085847,-0.4850923087922835,3.360586643218994,13.327874660491943,0.09120559692382812,4,-0.3859310049019608,-0.4372887988144108,-1.2256572772714107,-0.26812507340277775,-0.23425576780503413,-1.246329290274125,-0.36876087964460164,-0.3753534883998116
8,RecursiveTabular,-0.5189712769735193,-0.4847554097287853,23.513092279434204,10.800609350204468,207.4833471775055,2,-0.37085177608580006,-0.400711802202315,-1.1514606588595744,-0.2693311863235253,-0.23671102253617382,-1.2162246924144313,-0.3540224322387091,-0.360687547942494
9,DynamicOptimizedTheta,-0.5238277305335369,-0.5002555804759666,0.3183903694152832,75.76503157615662,0.11967301368713379,5,-0.371051902138316,-0.4074515654318136,-1.1574927403510338,-0.2743954912759158,-0.23635851010212122,-1.1945594577618666,-0.34538016527844195,-0.36088218898189595
10,AutoETS,-0.5638517033380404,-0.5374193858697023,5.538689374923706,4.447954416275024,0.1596541404724121,6,-0.403462434518379,-0.4583174923819429,-1.261832002521399,-0.31792874335720944,-0.2507638794233767,-1.2958687737169343,-0.3615336027762056,-0.3924044202492234
11,DirectTabular,-0.5800176550741094,-0.4898172269490815,1.8954520225524902,0.7708938121795654,203.28160858154297,3,-0.4318640478923187,-0.49284684705064186,-1.3475505044945757,-0.3364204801976685,-0.2641185752636294,-1.3612510362542434,-0.40347394465989384,-0.4200276081265466
12,SeasonalNaive,-0.5968654761756008,-0.5503752804645257,0.185532808303833,9.977912664413452,0.08607697486877441,1,-0.4275357434640523,-0.4670802548117753,-1.3331993372457895,-0.35624839665032676,-0.2680404628790285,-1.3583812191936684,-0.39758964379136297,-0.41581793296344627
