,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,ChronosFineTuned[bolt_small],-0.4149980511829621,-0.41495983312871787,1.4301784038543701,0.07534193992614746,71.08711981773376,8,-0.2843138633653062,-0.29769274731218953,-0.882258996142218,-0.17222338248565644,-0.1881007306901356,-0.9603327631474857,-0.2804406744545784,-0.27851748201841353
1,WeightedEnsemble,-0.41857776949671605,-0.39978243462535346,12.69998025894165,8.02564263343811,1.644834280014038,13,-0.29567627442567873,-0.32391024679123515,-0.9127444605185084,-0.17520734911684593,-0.19020757475712086,-0.972254670816423,-0.292313815800025,-0.2896482446225817
2,PatchTST,-0.4207201105462461,-0.4096219613028207,0.5776870250701904,0.28762388229370117,91.06615543365479,11,-0.2880773714094451,-0.3032468405303642,-0.8983802780079035,-0.17700541141804552,-0.18948447065473686,-0.9819691562336077,-0.28519300311103435,-0.28220426243637303
3,TemporalFusionTransformer,-0.43909070601379624,-0.4396132753177558,0.3357503414154053,0.1585848331451416,311.91644072532654,9,-0.30109567960363,-0.2965600607381569,-0.9418309169298992,-0.19280064810769404,-0.20037328417682926,-1.0307002232351805,-0.29977187731630056,-0.29495716296491786
4,ChronosZeroShot[bolt_base],-0.43946989586736074,-0.44976970375003444,1.0697555541992188,5.656547784805298,0.01179957389831543,7,-0.30923043805778483,-0.3393940375319182,-0.9550314471802452,-0.19313378937366887,-0.20145914002710336,-1.0038561236467825,-0.2992290607003494,-0.30292607596360666
5,TiDE,-0.448800119206876,-0.4464304994958848,0.765838623046875,0.42502713203430176,135.6903748512268,12,-0.3118723155767516,-0.3169112797782003,-0.9785387715579774,-0.20142154700010612,-0.20525839500328516,-1.0670617671874236,-0.30940639736903724,-0.30551409283226794
6,DeepAR,-0.451703542640824,-0.42298533770567676,1.5791616439819336,0.5913074016571045,235.27368807792664,10,-0.2976886724343128,-0.2880577984196509,-0.933396551836809,-0.2040360904342707,-0.2021204965815544,-1.0591383101495064,-0.29344795437425264,-0.2916196153448862
7,DynamicOptimizedTheta,-0.46238359420646763,-0.47756349020986927,0.6508288383483887,76.57757425308228,0.2003641128540039,5,-0.3330258261510076,-0.36028624639653073,-1.0238279980159,-0.2137985881912913,-0.21360913874311785,-1.0443530654098434,-0.3217921638416971,-0.32623634123498374
8,RecursiveTabular,-0.46508289888388843,-0.46485545653499105,16.272185564041138,7.4161460399627686,243.36650896072388,2,-0.3311997712821784,-0.3608618407345087,-1.0130295123902273,-0.21630210283424117,-0.21809524164748126,-1.0570197413501237,-0.3293327425944775,-0.3244475146259897
9,AutoETS,-0.4893958078410054,-0.49935211943569513,7.120031356811523,6.240365028381348,0.20599985122680664,6,-0.35387700253657084,-0.39693698489662776,-1.0882427158533892,-0.23950825673235027,-0.22397743065944556,-1.1059211964226656,-0.33257921302265103,-0.34666241921545526
10,NPTS,-0.5034966174862308,-0.4721728217510817,3.8783578872680664,11.441804885864258,0.1377887725830078,4,-0.37876742424242427,-0.4378029206562568,-1.17774891378078,-0.25350884382007577,-0.22972945122284788,-1.1819065014511365,-0.36541124634275474,-0.371045393361825
11,DirectTabular,-0.5488483974028406,-0.4644478232192681,1.9726006984710693,0.8310043811798096,244.11271691322327,3,-0.41246557292906627,-0.4868089491421129,-1.253219237152805,-0.3012345633316664,-0.25177605493612226,-1.2405841613204367,-0.38710138639924924,-0.404056529047553
12,SeasonalNaive,-0.5598559829017719,-0.529213520951209,0.5042047500610352,11.898606061935425,0.13207006454467773,1,-0.40645549242424245,-0.4473053789117372,-1.2415119375350088,-0.3134387215909091,-0.25646027225390855,-1.2599220355731027,-0.38458043104969425,-0.3981689776312482
