,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.12880590331470437,-0.12684018232915306,282.8884997367859,137.92380595207214,1.9749271869659424,13,-0.08541773053710436,-0.08631418018390041,-0.262423850106381,-0.01659096072871697,-0.057540843724757824,-0.29475570719528754,-0.08635859478837667,-0.08368238925312656
1,ChronosFineTuned[bolt_small],-0.12981117836929232,-0.12927814947497981,3.1570346355438232,1.0555174350738525,70.877512216568,8,-0.08587866985538978,-0.08595849109864191,-0.26355976430996697,-0.016850942029624224,-0.058205424593238596,-0.29638694992409603,-0.08694571227149896,-0.08413396415698186
2,TiDE,-0.13492274164570017,-0.13431969351059028,11.071803569793701,4.673790693283081,504.1787633895874,12,-0.08734211556114813,-0.08811190086084715,-0.26812437756552654,-0.018204146213192354,-0.060841484242820425,-0.30787270128519234,-0.08876898998664284,-0.08556767859109328
3,AutoETS,-0.13781456000663214,-0.1358813693789209,263.8148159980774,116.29651427268982,3.8574154376983643,6,-0.09334456471712546,-0.09485165323867989,-0.2866457802381703,-0.018992852949821615,-0.06219283784728318,-0.3128875006193346,-0.09440360476522232,-0.09144818236453882
4,DynamicOptimizedTheta,-0.1387416476481584,-0.1370373987254077,7.263946056365967,90.8634147644043,3.927341938018799,5,-0.09376906054924992,-0.0947146717797936,-0.2881968896915945,-0.01924924479212574,-0.06240251367353976,-0.3151957152796639,-0.0946256295572364,-0.09186405416582413
5,PatchTST,-0.14048350672006382,-0.13893260826341272,2.3148810863494873,2.354823350906372,82.86889290809631,11,-0.09055475007373943,-0.09103406794264157,-0.27766605322086557,-0.019735615660366215,-0.06262316525832454,-0.31753922015753266,-0.09122974959319624,-0.08871504542137816
6,ChronosZeroShot[bolt_base],-0.14107321464183864,-0.13600328851150753,10.17150068283081,2.6976535320281982,0.007931709289550781,7,-0.09450028498359722,-0.09493084491634997,-0.2892735784503776,-0.01990165188938228,-0.06319471610812308,-0.3185945788827914,-0.09599804299661069,-0.09258042309018777
7,DeepAR,-0.14125259146825117,-0.1377919080701326,4.128283500671387,3.277451515197754,247.95401668548584,10,-0.09183057485124946,-0.08966898928451221,-0.28280146308407983,-0.019952294596496663,-0.06255222899141932,-0.32353189486132033,-0.09213271784102915,-0.08996495062231301
8,TemporalFusionTransformer,-0.14460733355013128,-0.134394263574533,3.104158639907837,3.019627809524536,105.45802402496338,9,-0.0940102444979484,-0.09424770088280034,-0.28796706470036915,-0.020911280916478925,-0.06502948133815159,-0.3240994523206524,-0.0951971420969855,-0.09210033823646946
9,DirectTabular,-0.15414332554406862,-0.1449731609368374,3.509932041168213,1.796396255493164,332.1312966346741,3,-0.10422987851137057,-0.10979493159413876,-0.31552649457632304,-0.02376016480978472,-0.06848312666508351,-0.342175050514783,-0.10592149849346516,-0.10211235080292598
10,RecursiveTabular,-0.1619754322226252,-0.15975059049594503,3.2613370418548584,1.5563490390777588,335.32279801368713,2,-0.10891211374510044,-0.11227127186125407,-0.3337278036197988,-0.02623604064370625,-0.0720639804824932,-0.3679949381592831,-0.11067527267679933,-0.10669946203779408
11,NPTS,-0.4977714127457792,-0.4603501690798933,6.97685980796814,13.4009268283844,3.666048288345337,4,-0.3726143319575949,-0.427670307614132,-1.1245619995326925,-0.24777637934692884,-0.22615737125176608,-1.1000696554591758,-0.35861828447481636,-0.3650443224387053
12,SeasonalNaive,-0.5025611189089888,-0.461249582623399,5.1082422733306885,12.237609386444092,3.3841354846954346,1,-0.3513992069272477,-0.3621739047277117,-1.046040826136291,-0.2525676782390548,-0.22672578475187263,-1.079537091870457,-0.33413298071602987,-0.34426020256476325
