,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.3280825040888562,-0.3147018635248181,27.181001901626587,35.9202196598053,1.7598097324371338,13,-0.2180355181560227,-0.23001244605362048,-0.6765780209467376,-0.10763812948921435,-0.14879090049668206,-0.7712436244160896,-0.21781050698656682,-0.21440054685919316
1,ChronosFineTuned[bolt_small],-0.32918309335658286,-0.32022541028850243,1.474881649017334,0.08919095993041992,70.23294520378113,8,-0.21330110120128357,-0.21692115535981604,-0.6659304638321712,-0.10836150895180874,-0.14956506610408793,-0.774078658285127,-0.2123951738420213,-0.20974505956638823
2,PatchTST,-0.33045344208573285,-0.3216612194603377,0.7651488780975342,0.47127246856689453,122.33212018013,11,-0.21702232050587608,-0.22286380542781364,-0.6756252026926466,-0.10919947738630881,-0.15025787503982593,-0.7782413176785679,-0.21649944378080038,-0.2134042406972199
3,DeepAR,-0.3321605462021044,-0.32253828692405884,2.518815279006958,0.7514083385467529,240.7302896976471,10,-0.2201692079142281,-0.23321539009617892,-0.6862918120725162,-0.11033062845328033,-0.15129244067133696,-0.7810352359232008,-0.22039991521259958,-0.21649866488535688
4,TemporalFusionTransformer,-0.34767312014758633,-0.33385419735607086,0.4704627990722656,0.3093554973602295,207.0726191997528,9,-0.23207938146532503,-0.23262356555255392,-0.7209215723589844,-0.12087659847315799,-0.16079535037923187,-0.814713381271957,-0.2363725818353481,-0.22821027840658054
5,TiDE,-0.347869066425549,-0.3454766460041149,1.2199225425720215,0.7139265537261963,380.69521832466125,12,-0.23554677414837516,-0.2509690298947063,-0.7290594310291693,-0.12101288737578303,-0.16091241677429208,-0.8126763221491111,-0.2362042195658709,-0.23161986457725914
6,ChronosZeroShot[bolt_base],-0.3542249559766128,-0.3508557175647247,6.675203800201416,5.603536128997803,0.015922069549560547,7,-0.23667243807921093,-0.2485438870495185,-0.7314928027277345,-0.12547531943663326,-0.1604277549521581,-0.8184066368960212,-0.23142460208535706,-0.23272676204236914
7,RecursiveTabular,-0.3574671441074039,-0.35644804670556907,9.498692035675049,3.9869472980499268,356.1728310585022,2,-0.24446346683655612,-0.2588658431001756,-0.754226056660091,-0.12778275911630346,-0.1666224423513244,-0.8213980609086056,-0.2495758385628165,-0.24038790294407855
8,DynamicOptimizedTheta,-0.35944613062216396,-0.36033596137398083,0.9629192352294922,104.41624474525452,0.37093043327331543,5,-0.24294044364347636,-0.25410467506108353,-0.748328591571848,-0.12920152081924577,-0.16511848879116606,-0.8212950874535585,-0.23921397060683675,-0.23889027077736952
9,AutoETS,-0.36837081666453314,-0.36876092809290606,16.824270963668823,12.982125282287598,0.3734116554260254,6,-0.2509465223652288,-0.2681467216328539,-0.7736306360693685,-0.1356970585700951,-0.16913152563130385,-0.8415062527490805,-0.24491177456652216,-0.2467628764457412
10,DirectTabular,-0.4624904212816986,-0.3946576964234088,2.104825019836426,0.9354512691497803,355.8939380645752,3,-0.33418048110021653,-0.3886074413133281,-1.0046945641341105,-0.21389738977732306,-0.21153157174831563,-1.0318027731716448,-0.3213687344350853,-0.3286092032321275
11,SeasonalNaive,-0.48686269605518817,-0.45894094745287783,0.5497236251831055,22.831809997558594,0.2998061180114746,1,-0.3434405766526019,-0.36069267675136524,-1.0445726740882424,-0.23703528481012656,-0.22144932406386322,-1.0929802723998774,-0.3301380024834891,-0.3377149194346552
12,NPTS,-0.49312018572320315,-0.45824512962561614,3.001896381378174,20.381415843963623,0.3012990951538086,4,-0.36997982594936707,-0.4292334733719187,-1.133853724815449,-0.24316751756768637,-0.22489003469746066,-1.128309536048612,-0.3583477701256593,-0.363811720591553
