,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.4142587294682361,-0.4022003557852111,7.412955284118652,28.95728063583374,2.0937929153442383,13,-0.29681624575974785,-0.13509301146392622,-0.9868503581535557,-0.17161029494063723,-0.12039509960111949,-1.0391289879245076,-0.1321976955670521,-0.13440304261462732
1,ChronosFineTuned[bolt_small],-0.41906853629204255,-0.4080195622881859,0.953707218170166,0.0891563892364502,71.9350836277008,8,-0.30027459542689494,-0.13459843754856338,-1.0036120751302873,-0.17561843810995498,-0.12200529914930526,-1.068763922636665,-0.13396607780137162,-0.1359690374829341
2,DeepAR,-0.42584639515486833,-0.4138778146282885,1.525146484375,0.8022868633270264,237.01816487312317,10,-0.3084148591810107,-0.14426247561222597,-1.02421877268728,-0.18134515226639628,-0.12431868168191976,-1.0604358308668398,-0.1370976288428272,-0.1396550763432339
3,PatchTST,-0.42996633129299533,-0.4205404160552677,0.4132668972015381,0.3822329044342041,122.7206780910492,11,-0.30262549625533147,-0.13599594604760212,-0.9958325821371324,-0.18487104604555782,-0.12400656326437241,-1.0492123408026672,-0.13445734620572275,-0.13703356218042276
4,TiDE,-0.43799414695168876,-0.4441847209461949,0.6981971263885498,0.527620792388916,589.1108622550964,12,-0.31003072487287897,-0.13908790543798674,-1.029635926737684,-0.19183887276393755,-0.12743198627669944,-1.0954145767599277,-0.13818240205896135,-0.14038676562421576
5,TemporalFusionTransformer,-0.4456759383360524,-0.4353052806048253,0.27538084983825684,0.19353199005126953,234.27206945419312,9,-0.31448432234237933,-0.13812265011638886,-1.0418029060171323,-0.1986270420117208,-0.13011137644997148,-1.1067754902998512,-0.14124708127661492,-0.14240342427761765
6,ChronosZeroShot[bolt_base],-0.4686317358727049,-0.47258638783049634,1.0111298561096191,6.187037944793701,0.0056858062744140625,7,-0.3375218672304775,-0.15212388148977113,-1.1181429942121432,-0.21961570386706464,-0.13497960807708734,-1.1916081138171375,-0.1477214201715157,-0.1528351852461116
7,DynamicOptimizedTheta,-0.4864855471010168,-0.494859272701435,0.8010845184326172,100.72981834411621,0.2173452377319336,5,-0.3411699790514339,-0.15368264891634806,-1.1181035870032665,-0.23666818753817567,-0.1395730871730991,-1.1894542552829777,-0.14977354471528226,-0.15448710738831067
8,AutoETS,-0.4872546369662035,-0.4973885202363033,5.937902450561523,5.179034233093262,0.2402970790863037,6,-0.34160169976081484,-0.15403204582990282,-1.119501041487214,-0.2374170812450668,-0.14006831367291614,-1.1895061495630352,-0.15007859262280143,-0.1546825972839261
9,RecursiveTabular,-0.4941100587246335,-0.4851144568062521,18.859068632125854,9.453124523162842,261.63589239120483,2,-0.3552196795719641,-0.15795289913244157,-1.163761722640179,-0.24414475013286077,-0.14574365734582548,-1.218738667433509,-0.16004357076004158,-0.16084903172621245
10,NPTS,-0.5014426184821831,-0.501145497280425,4.506298303604126,27.68360447883606,0.1802678108215332,4,-0.3897555874840357,-0.18481084100307818,-1.3246336376392924,-0.25144469963026816,-0.15151130224063442,-1.3411402117804014,-0.176221039828689,-0.17648743147404217
11,DirectTabular,-0.5322825458456093,-0.5268653154649957,1.9066517353057861,1.0742878913879395,250.80351209640503,3,-0.3998893715162996,-0.19009629923119006,-1.330837350000733,-0.28332470861188314,-0.15904134397445877,-1.3647135218876336,-0.17802463857146406,-0.18107616752401648
12,SeasonalNaive,-0.5466497813016944,-0.5649308268102031,0.31766438484191895,24.125985145568848,0.17284226417541504,1,-0.39523563218390806,-0.1789977103719428,-1.2987223654147582,-0.2988259833971903,-0.15777071234213988,-1.3407770753830173,-0.17420779036252074,-0.17896888150196003
