,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.44740944375134634,-0.3965384706652181,9.800591468811035,36.404645919799805,2.091179609298706,13,-0.3356263125755355,-0.15992283647126038,-1.1527301654166096,-0.20017521035788913,-0.13497843925025607,-1.1802475271663804,-0.15388529502244272,-0.15486076998122933
1,DeepAR,-0.452234265664198,-0.40496562283720056,1.2814486026763916,0.785578727722168,240.04730916023254,10,-0.3378775150428711,-0.1627183222331568,-1.1565704277686666,-0.20451583104083643,-0.1369774934026689,-1.1815661801420179,-0.15480735301477921,-0.15589949350919102
2,ChronosFineTuned[bolt_small],-0.456145624128196,-0.40680092457603195,1.0196418762207031,0.09182333946228027,70.68648266792297,8,-0.3381723727585325,-0.1569556127865251,-1.1658264818879358,-0.20806883041130145,-0.13722944722725688,-1.220963916485146,-0.1549697369128238,-0.15603554330973207
3,PatchTST,-0.46262514343075517,-0.42725086788513117,0.3604428768157959,0.3222510814666748,66.3271894454956,11,-0.3402635980589709,-0.15805763351609164,-1.1506832661470703,-0.2140220233343268,-0.1380820451785436,-1.1875945229854714,-0.15545430508117788,-0.15700045204333213
4,TemporalFusionTransformer,-0.46383434271059465,-0.41598897680158503,0.20306921005249023,0.15272998809814453,197.3442575931549,9,-0.34426333066038906,-0.15891050670527634,-1.1779674646921738,-0.21514229747776936,-0.13974019866312348,-1.2241141161248252,-0.1581186752356744,-0.15884596190702985
5,TiDE,-0.4743831009567755,-0.44044243556800583,0.5720908641815186,0.44124412536621094,446.018004655838,12,-0.35266980526422215,-0.16419710871853385,-1.2077430918173127,-0.22503932647336627,-0.1430491111747444,-1.2583977749566706,-0.16152139905751517,-0.1627247791546622
6,NPTS,-0.5089261396803243,-0.45375724924652255,6.270975351333618,29.177703142166138,0.11973071098327637,4,-0.39722683416389815,-0.19220929539720252,-1.3937251644995485,-0.2590058156499169,-0.15553678781613287,-1.4097190552340917,-0.18253813974400157,-0.18328376259827045
7,AutoETS,-0.5221960938619722,-0.5156977456621231,3.66556453704834,3.6658077239990234,0.1837317943572998,6,-0.3843534824929608,-0.17901984968276227,-1.29460961474817,-0.27268876044470164,-0.15757408099220702,-1.3424995925981347,-0.17505711708678134,-0.17734389114807886
8,DynamicOptimizedTheta,-0.5224822228541508,-0.5170438245213012,0.5581810474395752,103.1566812992096,0.16115307807922363,5,-0.3836351641925727,-0.17867704553716696,-1.292320359741143,-0.27298767319861456,-0.1577595280309844,-1.3460152565716232,-0.17474434572551795,-0.1770124531144036
9,ChronosZeroShot[bolt_base],-0.5397590180460492,-0.46764395926187297,1.0078074932098389,6.196810722351074,0.018719196319580078,7,-0.378362017050798,-0.1739127863933466,-1.2850822509428501,-0.2913397975620352,-0.154470703370109,-1.3962641917898875,-0.16841243832016692,-0.17457937919855632
10,RecursiveTabular,-0.5428608859226902,-0.49835547319015355,26.03079390525818,12.702821254730225,234.16140961647034,2,-0.4028861624974415,-0.18525288186932035,-1.3665422488358983,-0.2946979414647681,-0.16663154862957053,-1.4240540949521736,-0.18726066190190185,-0.18589502372551556
11,DirectTabular,-0.5723882480802249,-0.4921804194787746,1.7049555778503418,1.0444121360778809,215.30572175979614,3,-0.4359094250647729,-0.21232884180573336,-1.5112871154535539,-0.32762830654034913,-0.17378290580668573,-1.550518597912867,-0.1977533014952572,-0.2011322315273273
12,SeasonalNaive,-0.5768843707733162,-0.5726276533682191,0.23588871955871582,27.098709106445312,0.1132352352142334,1,-0.42567068106312295,-0.19824430375254973,-1.4272524709014986,-0.33279557724252495,-0.17136514601319164,-1.4553252468297235,-0.19221867125544112,-0.19640798995172268
