,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,ChronosFineTuned[bolt_small],-0.4248020290511176,-0.42447418317020796,0.9486122131347656,0.12032437324523926,70.70492267608643,8,-0.3137521281585208,-0.1450172000040196,-1.1050707622288944,-0.18045676388594653,-0.12795729284282903,-1.1724046588407295,-0.14456801719321796,-0.14472579842713318
1,WeightedEnsemble,-0.4288445062683702,-0.4104974936271048,8.638708591461182,34.56771779060364,2.0421645641326904,13,-0.31860209850696586,-0.14863401891645778,-1.1136385650007938,-0.18390761055656218,-0.12860647534400788,-1.1578780625765321,-0.14681563673798126,-0.14696296518404514
2,DeepAR,-0.4299027634874318,-0.42341778037963834,1.3261330127716064,0.7654457092285156,242.90868949890137,10,-0.3132401043880884,-0.14433589388281357,-1.0868534102729706,-0.18481638605413073,-0.128831670806432,-1.137823529656408,-0.14441688569302236,-0.14448961501245985
3,PatchTST,-0.4359813595204766,-0.4452454097909641,0.3656013011932373,0.30600428581237793,70.50861167907715,11,-0.3190035447597367,-0.14764429038349894,-1.098505072410854,-0.1900797458493231,-0.13011378407002247,-1.1444266025230965,-0.14600923559794532,-0.14714814202985282
4,TemporalFusionTransformer,-0.4485003851080216,-0.4245984867128285,0.20293116569519043,0.12311935424804688,235.88720989227295,9,-0.33049486763196995,-0.15070562987824898,-1.1453438629346009,-0.2011525954420437,-0.13439829027998126,-1.195567178276039,-0.15199571023390313,-0.15244879413197232
5,TiDE,-0.46430399757225527,-0.4457938131037161,0.5631115436553955,0.3931412696838379,156.5377917289734,12,-0.354533265456132,-0.16975415589994525,-1.240164040541381,-0.21557820216157683,-0.14192133543669144,-1.269916871119258,-0.1639392318318416,-0.16353708965503308
6,ChronosZeroShot[bolt_base],-0.48672711327217305,-0.4941729919131195,0.9919342994689941,5.7947540283203125,0.005604267120361328,7,-0.35366831257020775,-0.1650085812014087,-1.23020180797078,-0.23690328279426276,-0.14490877066265287,-1.323529796765139,-0.16009701350767747,-0.16313810910388288
7,AutoETS,-0.5009340708297068,-0.5633332995814184,3.8420846462249756,2.6512181758880615,0.16881871223449707,6,-0.3672452208462895,-0.16954667691404218,-1.2510948197991192,-0.2509349433180217,-0.14949315905942867,-1.296973685982983,-0.16637896883946185,-0.1694007881874017
8,DynamicOptimizedTheta,-0.5031439610922165,-0.5662558308317777,0.43300485610961914,100.89269042015076,0.14820218086242676,5,-0.36913008915943474,-0.17052606096305398,-1.2573471223812527,-0.2531538455835659,-0.15026669644296578,-1.3058358893459792,-0.16720252716626968,-0.17027022953000231
9,NPTS,-0.5036120531604366,-0.4582688377009002,6.103659629821777,27.884398698806763,0.103546142578125,4,-0.39372746860730595,-0.19040145108954581,-1.392139485527033,-0.25362510008847033,-0.1539585126554368,-1.4098641852165643,-0.18108639115993774,-0.18161636891940502
10,RecursiveTabular,-0.5220035884141839,-0.5016279797481171,30.30565595626831,14.29159140586853,222.08012223243713,2,-0.3865760396744154,-0.17828310546648288,-1.3277972997278702,-0.2724877463172848,-0.16180304227402753,-1.3822692634390827,-0.18150611542756076,-0.17831759842729042
11,DirectTabular,-0.5488497959768524,-0.5041242313585738,1.9836559295654297,0.9794127941131592,191.1934199333191,3,-0.41711339334068503,-0.20321518294374447,-1.4634302073341419,-0.3012360985438325,-0.16710850422522064,-1.5116873685992172,-0.19040266776327755,-0.1924036953635626
12,SeasonalNaive,-0.5675380358082099,-0.5789589243401119,0.29848504066467285,25.712217092514038,0.09717965126037598,1,-0.4228374714611872,-0.19555906515661545,-1.4378730746971728,-0.322099422089041,-0.16939022354407085,-1.4641756728523097,-0.19135904349836477,-0.19504406558546722
