,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.4570163331025795,-0.42088618126509003,10.55346131324768,37.74929451942444,2.084158420562744,13,-0.3445795625382385,-0.16445547629933596,-1.2000994333545065,-0.2088639287225279,-0.13914945189276334,-1.2414228718164537,-0.1594210737948229,-0.1593587228920337
1,DeepAR,-0.45805412858357597,-0.4416537044771967,1.1486220359802246,0.7791802883148193,241.50649166107178,10,-0.33709229362267323,-0.15791482403213586,-1.1558828457189616,-0.20981358471245914,-0.13844077764507032,-1.202478370150656,-0.15581107964897703,-0.15589606363405378
2,PatchTST,-0.4595126794904329,-0.4531350051399129,0.35984110832214355,0.28954315185546875,90.75198745727539,11,-0.3376257697805282,-0.15942269828451705,-1.1512084611847642,-0.2111519026124773,-0.13876862056416747,-1.2001834986323818,-0.1551922669154977,-0.15614278192048636
3,ChronosFineTuned[bolt_small],-0.46524948341678407,-0.43072923132823465,1.0239989757537842,0.08850359916687012,70.86715459823608,8,-0.34455023729700496,-0.16209950519822447,-1.195175393207083,-0.21645708181958442,-0.14123117841891925,-1.2610511992634708,-0.1587212785391818,-0.15934516076154326
4,TemporalFusionTransformer,-0.47763612255621174,-0.43790271555396615,0.16743779182434082,0.11551046371459961,250.58616638183594,9,-0.3583601105989379,-0.16951473969972936,-1.243556088197882,-0.22813626557053254,-0.1454193328588125,-1.2879449430226886,-0.16555473502531937,-0.1657318534501226
5,TiDE,-0.49020498900333526,-0.4485714297114096,0.5357236862182617,0.3791177272796631,152.50988030433655,12,-0.3750864189510704,-0.183064010244973,-1.2989805852799063,-0.24030093124376006,-0.15014899316199187,-1.3214304659056875,-0.17213463598358017,-0.1734673184268024
6,NPTS,-0.5145208986916004,-0.46007206341582285,5.436444282531738,29.795585870742798,0.09052753448486328,4,-0.40219245071684584,-0.196250605326581,-1.4204190242293575,-0.2647317551904122,-0.15799127638046748,-1.430265633106551,-0.1858388020071568,-0.18600312459315194
7,RecursiveTabular,-0.5513897071302668,-0.5299370758508933,33.414185762405396,15.635061740875244,205.87632536888123,2,-0.413700332975943,-0.19436919088952473,-1.4408660523390373,-0.3040306091292014,-0.1722575583635621,-1.5065649477213123,-0.19572400310038576,-0.1913252087193633
8,ChronosZeroShot[bolt_base],-0.5616931984248964,-0.5412581621630815,0.9191482067108154,6.025752305984497,0.022867202758789062,7,-0.40635258813378633,-0.19052834108592798,-1.3959715608653154,-0.31549924915679,-0.16425989541541017,-1.465505530481165,-0.1814814758960529,-0.1879270755696276
9,DirectTabular,-0.5762061659397104,-0.5104844862627379,1.850006103515625,0.9447619915008545,186.31091046333313,3,-0.44261919406330574,-0.2193084312377115,-1.5521778330029772,-0.33201354566694113,-0.1766752092214161,-1.574017203954002,-0.20247444643532536,-0.204699399389371
10,SeasonalNaive,-0.6108929616336046,-0.5982748745915234,0.19478678703308105,24.705060958862305,0.08553266525268555,1,-0.4450216547192353,-0.20709479009197676,-1.5055282496579376,-0.3731902105734767,-0.1781617028736746,-1.5374341452701132,-0.1992422529787395,-0.2058104724289533
11,AutoETS,-0.6124836969216116,-0.5799443407698363,2.9115688800811768,2.3515818119049072,0.14393138885498047,6,-0.4357865675414946,-0.20395985582711815,-1.451396369606223,-0.3751362789947646,-0.17649387166995073,-1.4905295457313599,-0.19323513101615522,-0.2015394945230073
12,DynamicOptimizedTheta,-0.6129965809125965,-0.5817967623775059,0.416379451751709,93.60302972793579,0.15551328659057617,5,-0.439036592042784,-0.2059842832603052,-1.466261769020554,-0.3757648082105334,-0.17715286615710257,-1.4988579042053174,-0.19523518968137182,-0.20304254290486198
