,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,DeepAR,-0.428534329463605,-0.4688732959889378,1.4133553504943848,0.8898167610168457,243.0906114578247,10,-0.3085577173311618,-0.14304525210052696,-1.0440361728769851,-0.18364167152882155,-0.12771526304390377,-1.1037539069340745,-0.14123825665339906,-0.14170096740572338
1,WeightedEnsemble,-0.4300186438809974,-0.43255617559293214,8.44878339767456,30.65374183654785,2.120271682739258,13,-0.3158692758161752,-0.14826298089552215,-1.081788771047343,-0.1849160340852521,-0.12921218708487428,-1.1495206956878727,-0.14472642296429167,-0.1450587019635597
2,ChronosFineTuned[bolt_small],-0.432170273110992,-0.44168293277698745,1.0206882953643799,0.09034466743469238,71.2336835861206,8,-0.3124039665489212,-0.1444330313318921,-1.0640248199110454,-0.18677114496082942,-0.12915249323180836,-1.1434011115649099,-0.1428945718971847,-0.14346730545020364
3,PatchTST,-0.4386182748089651,-0.4645811970071736,0.4032154083251953,0.35146570205688477,121.53720808029175,11,-0.3136196593956894,-0.14416310586431522,-1.0562393353195236,-0.1923859909963928,-0.13002263141904305,-1.1222845159082666,-0.14295385835422714,-0.14402559598315567
4,TemporalFusionTransformer,-0.45263034036364996,-0.4601213106396936,0.239638090133667,0.1586158275604248,260.65148067474365,9,-0.3275089906939542,-0.15101836878656333,-1.1115885489391708,-0.20487422501771363,-0.1355448310454211,-1.1873405055346011,-0.1500772862079613,-0.15040408393220414
5,TiDE,-0.45781681707545924,-0.47053864142477037,0.6249797344207764,0.4729487895965576,459.2430348396301,12,-0.3289676259769397,-0.15335022440289442,-1.1177407216400235,-0.2095962379971045,-0.13684044537947648,-1.1924984889797354,-0.14984476723300572,-0.15107394250025066
6,ChronosZeroShot[bolt_base],-0.48565533339933764,-0.5175491742144988,0.9829943180084229,5.639466285705566,0.018082141876220703,7,-0.35390570857118003,-0.16434484958650844,-1.2042784195800647,-0.23586110285922182,-0.1445008046090994,-1.2923159500229522,-0.15965692424858027,-0.1625264203686135
7,NPTS,-0.5008982587996562,-0.48513257061197257,4.718548774719238,28.86269974708557,0.13567399978637695,4,-0.39214197235513026,-0.1895239647552777,-1.3630510424006859,-0.2508990656685274,-0.15294303699723769,-1.3768318128378898,-0.17950647809606038,-0.1800859084768015
8,RecursiveTabular,-0.5064778286443081,-0.5171296526596666,22.34195113182068,11.228195428848267,246.86256766319275,2,-0.3677407119481376,-0.16846589426622086,-1.23468200440581,-0.25651979090825316,-0.15341470942255947,-1.3149247165768245,-0.1696561259977664,-0.16887995895300836
9,AutoETS,-0.5137920283018149,-0.5536290205577253,4.477811574935913,3.846222400665283,0.2009422779083252,6,-0.36448306783479134,-0.16761787597539488,-1.2250048821505803,-0.263982248346493,-0.1504631783952856,-1.2980195023042247,-0.16365611616742176,-0.1673839298589465
10,DynamicOptimizedTheta,-0.5146532494756519,-0.553219547044552,0.5823309421539307,102.53744983673096,0.17245221138000488,5,-0.36681798778525193,-0.1688728307014565,-1.2346094545092454,-0.26486796719584765,-0.1509036338688642,-1.3032591511828784,-0.1647859725064452,-0.16845621033423955
11,DirectTabular,-0.5456359260443062,-0.5243517274516274,1.8318703174591064,1.0691328048706055,228.88978123664856,3,-0.41334556610707207,-0.20040734438725616,-1.41144196501296,-0.2977185637902276,-0.1652313569965419,-1.4472689435445132,-0.18713535905253822,-0.1898233727448024
12,SeasonalNaive,-0.5648991455623714,-0.6050134663990457,0.35336899757385254,16.571707725524902,0.1394491195678711,1,-0.4109423179160021,-0.18950475615530307,-1.3834282787821892,-0.3191110446570973,-0.16471013271829052,-1.435286424155339,-0.18370159686975712,-0.18871971344716384
