,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.634520212634335,-0.6643258654952182,6.895066022872925,98.95513081550598,2.8664438724517822,13,-0.4351803280169,-0.3069597719457465,-1.0363593711251091,-0.4026159002415217,-0.2173656339115483,-1.152817538788508,-0.2718767778061283,-0.2759831291224701
1,PatchTST,-0.6387481711219295,-0.6840937794258448,0.555152177810669,0.5172204971313477,109.07776999473572,11,-0.42314850630339856,-0.28186370115699805,-1.0112972029670928,-0.4079992261116097,-0.21663275100205814,-1.1642861630508707,-0.26541618941519773,-0.26835277546961184
2,ChronosFineTuned[bolt_small],-0.6408518462131194,-0.6912384663904315,0.9587140083312988,0.11127495765686035,69.37414503097534,8,-0.4174199354019903,-0.26671531067445986,-0.9889417595270529,-0.4106910887947636,-0.2174708893942516,-1.1800922455075382,-0.259780792422098,-0.2647198242055345
3,DeepAR,-0.6671308474430824,-0.6910616839871392,1.8211190700531006,1.0096030235290527,237.6938922405243,10,-0.48030244852995824,-0.35983910529102314,-1.1403822373404033,-0.4450635676101252,-0.2332238022927488,-1.1990398465311736,-0.296683081664907,-0.3045987241071575
4,TemporalFusionTransformer,-0.684713429968286,-0.7186238594447402,0.3272385597229004,0.24807024002075195,363.8920760154724,9,-0.4484374685677375,-0.2807943755639219,-1.0534220501712164,-0.4688324811789349,-0.2370835145788313,-1.233940680390976,-0.2833445131651627,-0.2843905567952909
5,ChronosZeroShot[bolt_base],-0.6944203746959836,-0.7590037927438509,0.9692893028259277,5.46162748336792,0.005930423736572266,7,-0.4625570386091179,-0.3049222266366835,-1.091036740253571,-0.48221965679291035,-0.236031923757503,-1.234367334489755,-0.2818305821774736,-0.29334492093128356
6,TiDE,-0.6977982876095323,-0.7507838882163371,0.8908891677856445,0.7514495849609375,157.22107911109924,12,-0.4733965488435675,-0.30971075553110405,-1.1112088680257433,-0.48692245019079566,-0.2413525779361751,-1.2544312096386,-0.2952318261262975,-0.30021913320620575
7,RecursiveTabular,-0.7016166681287005,-0.7463424157788635,19.531068325042725,10.260098218917847,307.8879418373108,2,-0.46766791205314884,-0.3112214084236349,-1.0893204613455743,-0.492265948996019,-0.24399016702136903,-1.2611321050521176,-0.28977798390587256,-0.29658614015656487
8,DynamicOptimizedTheta,-0.7547426606320179,-0.7820614859621381,0.9669654369354248,95.84785985946655,0.315319299697876,5,-0.49539437392098384,-0.32827387150421034,-1.1379777683174461,-0.5696364837778973,-0.2523536537731287,-1.2699481318608352,-0.29539199419024825,-0.3141697376060405
9,AutoETS,-0.7725782623831885,-0.8009873790328998,10.89618992805481,9.677093744277954,0.3022003173828125,6,-0.5063438930775643,-0.3374321569539291,-1.1571282379552765,-0.5968771715070268,-0.25928775423840794,-1.2909403049625705,-0.3010413638396435,-0.32111371545768225
10,NPTS,-0.796027970992906,-0.8550113647018195,6.56322979927063,14.131754159927368,0.25573301315307617,4,-0.5716016955684008,-0.40960314332268183,-1.3519133732853845,-0.6336605306030828,-0.27416070012281013,-1.4401851803849919,-0.35293498050968586,-0.3624989789256985
11,DirectTabular,-0.804108747335064,-0.857173298422069,2.5814578533172607,1.469172477722168,296.12927651405334,3,-0.5676516163507065,-0.3945346912285323,-1.3348578203448482,-0.6465908775407657,-0.27391166061922534,-1.4497536092478474,-0.3441726179756742,-0.35999391343308146
12,SeasonalNaive,-0.8571865414595268,-0.9250705461824293,0.6624288558959961,8.365065574645996,0.2455127239227295,1,-0.5888294797687861,-0.3937385075984506,-1.3485583831272334,-0.734768766859345,-0.29243342399793576,-1.4419870519463118,-0.3545796505548678,-0.37342451366467766
