,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.541884879110586,-0.5574443528070856,15.20588994026184,24.662403345108032,2.3183529376983643,13,-0.35948179414587655,-0.4790933560520418,-0.9089257081248707,-0.2936392222086945,-0.24178790155098503,-0.9789597752741473,-0.38835657940224794,-0.39894479033917946
1,PatchTST,-0.5433716005343444,-0.5707423793061821,0.39614248275756836,0.3484499454498291,81.54844522476196,11,-0.3551973507518308,-0.4539465107290205,-0.9126291008757651,-0.29525269626725514,-0.24042135620844313,-0.9835565299625187,-0.3874913681662699,-0.39419001165666273
2,ChronosFineTuned[bolt_small],-0.5510938518746348,-0.5640000512101306,1.043914556503296,0.08058357238769531,74.87955665588379,8,-0.35591826029462237,-0.447471092312473,-0.8995910336392208,-0.30370443357402194,-0.24417805963711436,-0.991262547657802,-0.38438988096113896,-0.3949900608137719
3,TemporalFusionTransformer,-0.5683963841772811,-0.5796226442090291,0.18720006942749023,0.1391587257385254,277.24449920654297,9,-0.37051762057957077,-0.4587971016943475,-0.9380743882492338,-0.3230744495458074,-0.2542473604786562,-1.0251079954408737,-0.40055959670994296,-0.4111921017037798
4,TiDE,-0.5704198270561016,-0.5908667873032736,0.6342637538909912,0.5887105464935303,149.68077754974365,12,-0.3787426185172853,-0.4805560778099047,-0.9536276019059949,-0.3253787790987128,-0.2568481293696698,-1.0247267022622282,-0.40965968322319474,-0.4203200189759133
5,NPTS,-0.5747052859270093,-0.5940859582904903,5.715409994125366,13.504719018936157,0.11210250854492188,4,-0.40438012871027057,-0.5829611405477465,-1.0081667805956518,-0.3302861656724455,-0.2623396318845816,-1.0272775631593494,-0.4286840448876959,-0.4487719497699624
6,DeepAR,-0.5793832681521417,-0.5996002213136259,1.5079009532928467,0.8591485023498535,292.2113907337189,10,-0.3689535538534778,-0.4153965269634536,-0.9334968808289275,-0.3356849714146565,-0.258197206816258,-1.0420781655542675,-0.4059835986173863,-0.40945633571429424
7,ChronosZeroShot[bolt_base],-0.6195344505980616,-0.6072865879625353,1.0981013774871826,5.646742820739746,0.01024770736694336,7,-0.41280109232324363,-0.5264500199921793,-1.0430014709922681,-0.383822935477842,-0.27766757934484154,-1.1178539709440973,-0.4301373879836898,-0.45811734533029536
8,RecursiveTabular,-0.6373048019556105,-0.6496423272332601,33.730977296829224,15.77782678604126,217.23166799545288,2,-0.4381809069298644,-0.5883548003815635,-1.0876158016994681,-0.4061574105956799,-0.292597961532884,-1.1176482202920377,-0.4627859073857395,-0.4862832913725498
9,DirectTabular,-0.6376869068361948,-0.6602070057752286,2.0504021644592285,1.0879395008087158,212.02105474472046,3,-0.44619902016258883,-0.6307173444963268,-1.0748380353304487,-0.4066445911503138,-0.2889385267908061,-1.0782265259305834,-0.4549161137148304,-0.4951816126634661
10,DynamicOptimizedTheta,-0.7287957793997302,-0.7466154303187599,0.3687453269958496,96.84825825691223,0.1711254119873047,5,-0.491978952114752,-0.6429540455062371,-1.2303035332633339,-0.5311432880708602,-0.31897414633476456,-1.2544048569795998,-0.49261736241610726,-0.5459871489988787
11,SeasonalNaive,-0.771670138721516,-0.7116092097877097,0.33194446563720703,11.393367290496826,0.1478424072265625,1,-0.528884292093512,-0.7058183876418573,-1.3140834238200245,-0.5954748029944837,-0.3372842209275883,-1.3011054237203756,-0.5198077370289375,-0.5869438632469663
12,AutoETS,-0.9119417027662371,-0.8850762265819395,6.756678581237793,4.942749261856079,0.16576337814331055,6,-0.6146317867578863,-0.895283656868091,-1.4978458715703664,-0.8316376692441839,-0.37037077445207134,-1.5035937236969141,-0.5333696174915977,-0.6821044995797956
