,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.5090735704632765,-0.5317951500793057,20.278127431869507,28.23735761642456,2.473327398300171,13,-0.3301231767321307,-0.42862261565118437,-0.8421240147768818,-0.25915590014422857,-0.2260214077751305,-0.9235703761835066,-0.3590159960669764,-0.3659112917285812
1,ChronosFineTuned[bolt_small],-0.5150203298404429,-0.5461269049971927,1.1344897747039795,0.08877182006835938,69.86790204048157,8,-0.3231812441257668,-0.3838375269070124,-0.8309951898100398,-0.2652459401489586,-0.22828801849988542,-0.9436105780725593,-0.35376670661166115,-0.3582167955340638
2,PatchTST,-0.5234596383516039,-0.5423360907163333,0.46444153785705566,0.4223177433013916,99.90599608421326,11,-0.33399247342530836,-0.4148249746546373,-0.8563158341073057,-0.274009992983192,-0.23053951550873933,-0.9426138184487953,-0.3625301475492041,-0.3702000525635425
3,DeepAR,-0.5252140862414717,-0.5450323784143537,1.4402477741241455,0.8681657314300537,268.53796792030334,10,-0.33783160061027157,-0.42552866166370124,-0.861610589672345,-0.2758498363864641,-0.232411869199451,-0.9451571327734094,-0.3665073246450805,-0.3744553732631251
4,TiDE,-0.5499144920081512,-0.5770970492218089,0.6724808216094971,0.5696077346801758,147.32033824920654,12,-0.35862491015756637,-0.44180663099273576,-0.9155540111294476,-0.302405948520583,-0.2469211236436851,-1.0005596275154698,-0.390457429784524,-0.39750285157433923
5,TemporalFusionTransformer,-0.5569066229519711,-0.5562934712144632,0.2437608242034912,0.17952919006347656,284.8783996105194,9,-0.35148955222214073,-0.4185731139396569,-0.8869791805859558,-0.3101449866877689,-0.24812155381710244,-0.9851901854280664,-0.37891657857469,-0.38959396112640826
6,NPTS,-0.5663530151318722,-0.5890565464869078,6.8541343212127686,16.74221706390381,0.16136527061462402,4,-0.3954214615029968,-0.5680067182583795,-0.9979273318634583,-0.3207557377489627,-0.2573132822435906,-1.022908294445772,-0.42175886447572464,-0.43828845701787555
7,ChronosZeroShot[bolt_base],-0.5709135049039081,-0.5897867367070045,1.2377607822418213,2.1446340084075928,0.0064885616302490234,7,-0.37028630557355374,-0.4602472678538745,-0.9417595346052743,-0.3259422300816648,-0.2578635607469384,-1.0317631130569693,-0.3919402515200042,-0.410428439841909
8,RecursiveTabular,-0.5936179749503389,-0.6040255920360935,22.534043312072754,11.129691123962402,259.6588020324707,2,-0.3862276093415193,-0.47583675761892497,-0.9605651865386744,-0.35238230018414113,-0.26683362909360253,-1.0344242471103704,-0.4134026615024874,-0.4280979143432618
9,DirectTabular,-0.6359865281503818,-0.6466359955113087,2.258122205734253,1.2400610446929932,245.44836258888245,3,-0.4379953010452774,-0.6206550699723363,-1.0548764831038304,-0.4044788639887764,-0.28536314415625713,-1.0696400569684739,-0.44171505981630055,-0.4854776570460874
10,DynamicOptimizedTheta,-0.684602728547645,-0.6643826591548496,0.5660817623138428,77.657883644104,0.239210844039917,5,-0.42206489302695444,-0.5149565354555005,-1.0353581156351466,-0.4686808959348805,-0.2896410050962659,-1.1153397590446514,-0.4203837164472597,-0.46782025948481964
11,SeasonalNaive,-0.7320758425112566,-0.758359684463054,0.24225521087646484,8.768796682357788,0.15761065483093262,1,-0.4783586906408483,-0.5937758792278948,-1.1716997593639717,-0.5359350391885661,-0.311731063720502,-1.199393060788179,-0.46971181687004165,-0.5302167758551966
12,AutoETS,-0.7742915461715905,-0.7734384794790663,9.124518632888794,7.9712512493133545,0.23457598686218262,6,-0.49495148874925443,-0.6666638366758336,-1.198107946108499,-0.5995273984727922,-0.31816241854972716,-1.23804338229498,-0.4548013694047443,-0.5486083721355297
