,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,MAPE,MASE,MSE,RMSLE,RMSSE,SMAPE,WAPE
0,WeightedEnsemble,-0.5314245278669577,-0.5264044809815065,19.9137065410614,28.251635313034058,2.421125888824463,13,-0.35091608845786104,-0.4708207056409551,-0.8865556193025558,-0.28241202881861893,-0.23648146833634504,-0.9379454052299916,-0.38285781502674165,-0.3897044772755808
1,ChronosFineTuned[bolt_small],-0.5376441657091213,-0.5395855516506833,0.9992947578430176,0.08751606941223145,73.51143217086792,8,-0.3421806117670722,-0.41753327264927376,-0.8629487062827574,-0.28906124892105706,-0.23698571149069986,-0.9504554377641645,-0.3740869569025628,-0.38000342768136797
2,DeepAR,-0.5395881490803279,-0.5337091794300228,1.649428129196167,2.374602794647217,301.54522824287415,10,-0.35299231802291203,-0.46276083748096497,-0.8870102529619184,-0.29115537062793423,-0.2400574549905492,-0.9494469935867639,-0.3849532170745257,-0.3920102021595781
3,PatchTST,-0.5406928144270692,-0.5338950437534037,0.4503798484802246,1.2753734588623047,50.64217448234558,11,-0.3599381102475339,-0.4885345558571031,-0.9214722441537264,-0.2923487195730651,-0.24160920056184532,-0.9635285851161137,-0.39266083229430626,-0.39972374513236236
4,TemporalFusionTransformer,-0.5596835028761725,-0.5632690125458745,0.24219942092895508,0.16571044921875,184.06826066970825,9,-0.36231725043319296,-0.44605371914724296,-0.912078608511394,-0.31324562339174267,-0.25142814450857465,-0.9886223708634421,-0.39613135993812604,-0.4023658627579523
5,TiDE,-0.5641002773102277,-0.5785614814591951,0.6603214740753174,1.4748315811157227,168.16630935668945,12,-0.3732593178655191,-0.4817300787901935,-0.9452093523331792,-0.3182091228614758,-0.25543919823913136,-1.0077418722987272,-0.40568619556420255,-0.41451740784033414
6,NPTS,-0.5725481789586235,-0.5848031435873435,6.805436372756958,13.206385850906372,0.15935826301574707,4,-0.4033176106301106,-0.5925273735649752,-1.0031078421918387,-0.327811417228836,-0.26159053372265095,-1.0195309231904945,-0.43026784589765626,-0.44789818362949596
7,ChronosZeroShot[bolt_base],-0.5777904143991686,-0.5908448625258925,1.0303547382354736,4.277097702026367,0.0174713134765625,7,-0.3881692165608673,-0.5013983238349545,-0.9825022715565455,-0.333841762971563,-0.2638732800861253,-1.0351873235029092,-0.4168123279856092,-0.43107536704601557
8,RecursiveTabular,-0.611735524247407,-0.6060289453287268,26.527118921279907,13.088282346725464,236.62694907188416,2,-0.41496254083092593,-0.5499409693148878,-1.0198946554811932,-0.37422035162624984,-0.2794308013681183,-1.044032415406594,-0.43920226223318093,-0.4608302821740866
9,DynamicOptimizedTheta,-0.6555790983225693,-0.7091221078821002,0.46013879776000977,100.8892023563385,0.2015368938446045,5,-0.4385845017482236,-0.5590657313810203,-1.1035176529203823,-0.429783954157433,-0.2934288612292835,-1.157927455081376,-0.4477107979153003,-0.4870632883949032
10,DirectTabular,-0.6567457166040082,-0.6449587427039402,2.6087920665740967,1.1851322650909424,239.7711284160614,3,-0.45634773840270343,-0.6675405960683292,-1.0819775332088326,-0.4313149362777122,-0.29498479718950477,-1.0760601446921982,-0.4573023679175601,-0.5067899782870019
11,SeasonalNaive,-0.7385438251870918,-0.7338636782593878,0.2410578727722168,16.44670534133911,0.15231847763061523,1,-0.4986628186628187,-0.6534158204320145,-1.2349779873454798,-0.5454469817219816,-0.323372807752616,-1.2396872057842407,-0.49817930854859005,-0.5537823413505228
12,AutoETS,-0.7608772343114563,-0.8899599887937593,8.963193416595459,7.030659437179565,0.18300867080688477,6,-0.5251664589776789,-0.7443891347108855,-1.3063748755574094,-0.5789341656934508,-0.3303267272136185,-1.3142959151660187,-0.4872566025033432,-0.5832155524073105
